id,age,income,highest_degree,self_learning_hours,favourite_domain
47496,27,92,Bachelor,2.36,AI
47497,61,63,Bachelor,0.58,Business Analytics
47498,27,86,Master,1.31,Cybersecurity
47499,26,23,Master,2.98,Software Engineering
47500,39,84,Master,3.66,Cybersecurity
47501,67,65,High School,1.92,Data Science
47502,61,90,PhD,0.76,AI
47503,63,18,Master,1.96,Business Analytics
47504,64,21,High School,0.27,AI
47505,59,8,Master,2.31,Software Engineering
47506,35,6,High School,2.97,Software Engineering
47507,62,82,High School,0.33,AI
47508,57,95,PhD,1.62,Business Analytics
47509,43,49,High School,2.32,Business Analytics
47510,21,89,Bachelor,0.04,Data Science
47511,70,57,Master,1.84,Software Engineering
47512,63,5,PhD,2.59,Software Engineering
47513,49,58,High School,2.33,Data Science
47514,64,23,Bachelor,3.37,Data Science
47515,43,90,High School,2.27,AI
47516,67,87,High School,1.17,Business Analytics
47517,45,40,High School,2.54,Data Science
47518,45,48,High School,0.38,Data Science
47519,26,95,PhD,3.07,Data Science
47520,33,92,Master,0.97,Software Engineering
47521,30,41,High School,3.0,Software Engineering
47522,51,57,Bachelor,0.57,Software Engineering
47523,44,63,PhD,0.1,Software Engineering
47524,36,65,PhD,0.75,AI
47525,33,15,High School,1.16,Cybersecurity
47526,25,33,PhD,2.35,Cybersecurity
47527,23,39,Bachelor,2.66,Software Engineering
47528,25,70,High School,0.17,Business Analytics
47529,70,64,High School,2.78,Business Analytics
47530,57,29,High School,3.73,Business Analytics
47531,60,33,Master,0.15,Cybersecurity
47532,27,80,Master,3.73,AI
47533,57,82,PhD,0.16,Software Engineering
47534,32,12,High School,2.98,Data Science
47535,19,65,PhD,0.29,Cybersecurity
47536,54,70,PhD,2.48,Business Analytics
47537,20,50,Master,1.21,Cybersecurity
47538,19,15,High School,0.05,Data Science
47539,32,60,Bachelor,0.89,Business Analytics
47540,42,59,Bachelor,0.79,AI
47541,29,90,Bachelor,3.66,Business Analytics
47542,32,13,High School,1.51,Cybersecurity
47543,64,31,PhD,3.05,Business Analytics
47544,53,18,Master,2.48,Data Science
47545,52,58,Bachelor,0.27,AI
47546,63,78,High School,2.22,AI
47547,18,79,High School,3.17,Business Analytics
47548,52,23,Bachelor,2.91,AI
47549,54,52,Bachelor,0.3,Software Engineering
47550,64,80,Bachelor,2.09,AI
47551,70,17,PhD,1.21,Business Analytics
47552,48,97,Bachelor,2.0,Cybersecurity
47553,23,42,High School,1.0,Business Analytics
47554,41,68,PhD,2.31,Data Science
47555,45,32,PhD,1.56,Software Engineering
47556,57,19,Master,0.9,Software Engineering
47557,21,27,High School,2.53,Business Analytics
47558,34,99,Bachelor,2.44,AI
47559,35,9,PhD,1.85,Data Science
47560,41,75,Bachelor,2.99,Software Engineering
47561,36,91,PhD,3.43,AI
47562,44,54,High School,3.7,Data Science
47563,37,52,Master,1.98,Data Science
47564,53,85,PhD,2.08,Data Science
47565,28,85,Bachelor,1.54,Data Science
47566,25,87,Master,0.65,Business Analytics
47567,63,35,High School,2.4,AI
47568,34,55,PhD,0.17,AI
47569,64,49,Bachelor,2.12,Cybersecurity
47570,70,62,Bachelor,3.14,AI
47571,57,69,Bachelor,1.83,Cybersecurity
47572,50,33,PhD,2.41,Data Science
47573,37,18,Master,0.84,Data Science
47574,33,32,High School,1.76,Cybersecurity
47575,57,43,Bachelor,1.72,Software Engineering
47576,62,45,Bachelor,0.51,Software Engineering
47577,67,59,Bachelor,3.32,Software Engineering
47578,19,17,Bachelor,1.91,Data Science
47579,28,49,PhD,3.29,Software Engineering
47580,51,25,PhD,1.08,Software Engineering
47581,25,88,High School,0.63,AI
47582,43,80,High School,2.15,AI
47583,32,10,Master,3.72,Software Engineering
47584,34,44,Master,1.87,Data Science
47585,31,98,PhD,3.59,Cybersecurity
47586,39,48,Bachelor,3.43,Software Engineering
47587,66,46,Master,0.76,Software Engineering
47588,60,28,PhD,2.97,Software Engineering
47589,68,71,Master,0.98,AI
47590,47,97,PhD,3.84,Cybersecurity
47591,52,96,Master,3.98,Business Analytics
47592,42,48,Bachelor,3.56,Business Analytics
47593,45,31,Bachelor,3.82,Software Engineering
47594,54,84,PhD,0.71,Cybersecurity
47595,35,14,PhD,2.72,Cybersecurity
47596,51,95,High School,1.23,Business Analytics
47597,20,74,Master,3.71,AI
47598,50,37,Bachelor,2.03,Software Engineering
47599,51,97,Bachelor,2.29,Data Science
47600,21,72,Master,3.48,Cybersecurity
47601,37,95,Bachelor,3.16,Data Science
47602,69,61,Bachelor,2.77,Data Science
47603,35,12,High School,1.62,Business Analytics
47604,39,38,Master,1.37,Software Engineering
47605,23,46,High School,2.91,Business Analytics
47606,41,90,PhD,1.15,Software Engineering
47607,22,60,Bachelor,0.74,Cybersecurity
47608,51,69,Master,1.4,Data Science
47609,19,40,PhD,3.69,Business Analytics
47610,61,77,PhD,2.49,Cybersecurity
47611,46,22,Bachelor,2.83,Business Analytics
47612,20,83,High School,1.57,Software Engineering
47613,33,63,Bachelor,3.21,Business Analytics
47614,19,14,Master,1.22,Cybersecurity
47615,69,95,Master,1.44,Business Analytics
47616,28,74,Master,2.45,Business Analytics
47617,39,45,Bachelor,0.35,Software Engineering
47618,49,96,PhD,0.53,Business Analytics
47619,51,87,Master,0.4,Business Analytics
47620,32,15,Master,0.38,Software Engineering
47621,19,85,High School,2.97,Business Analytics
47622,44,10,High School,2.12,Data Science
47623,32,32,High School,3.28,Business Analytics
47624,30,63,Bachelor,0.29,Business Analytics
47625,48,30,High School,1.51,Software Engineering
47626,21,66,High School,1.58,Software Engineering
47627,24,88,Bachelor,3.58,Cybersecurity
47628,51,74,Bachelor,0.24,Business Analytics
47629,21,89,Master,0.89,Cybersecurity
47630,50,85,Bachelor,0.82,Data Science
47631,35,22,Bachelor,2.55,Business Analytics
47632,60,73,High School,2.01,Cybersecurity
47633,33,19,Bachelor,2.6,Software Engineering
47634,27,18,Bachelor,1.72,AI
47635,61,75,Bachelor,2.7,Cybersecurity
47636,19,32,PhD,2.79,Software Engineering
47637,18,76,PhD,1.62,AI
47638,50,17,High School,2.03,Software Engineering
47639,40,57,PhD,3.53,Cybersecurity
47640,29,88,Master,3.44,Business Analytics
47641,43,99,Master,2.9,Software Engineering
47642,27,65,Bachelor,3.32,AI
47643,21,36,Master,1.13,Software Engineering
47644,49,23,High School,0.75,Data Science
47645,64,28,PhD,2.58,Data Science
47646,19,52,High School,1.31,AI
47647,22,83,PhD,2.19,Cybersecurity
47648,68,65,Bachelor,0.26,Software Engineering
47649,22,22,High School,1.29,Business Analytics
47650,44,32,Master,0.42,AI
47651,26,48,Master,1.71,Software Engineering
47652,49,14,Master,3.78,Data Science
47653,50,82,PhD,2.39,Software Engineering
47654,53,91,PhD,1.8,Cybersecurity
47655,36,70,Master,0.18,Cybersecurity
47656,66,89,High School,0.24,Cybersecurity
47657,62,62,PhD,0.09,Software Engineering
47658,63,82,PhD,1.53,Cybersecurity
47659,27,46,Bachelor,1.8,Cybersecurity
47660,57,73,High School,3.36,Data Science
47661,36,62,High School,1.87,Cybersecurity
47662,45,33,Bachelor,2.78,AI
47663,60,90,Master,0.77,Cybersecurity
47664,21,10,Master,0.58,AI
47665,35,19,PhD,0.15,Business Analytics
47666,46,33,PhD,2.53,AI
47667,60,7,Master,1.11,Data Science
47668,58,59,High School,3.35,Data Science
47669,41,67,Bachelor,2.81,Software Engineering
47670,37,13,Bachelor,1.41,Software Engineering
47671,54,87,PhD,3.16,Data Science
47672,45,6,Bachelor,0.92,AI
47673,60,56,PhD,2.76,AI
47674,23,35,Bachelor,3.23,Data Science
47675,26,99,High School,2.13,Cybersecurity
47676,30,52,Bachelor,0.63,AI
47677,20,33,PhD,2.47,Business Analytics
47678,38,27,High School,1.72,Software Engineering
47679,69,57,Bachelor,1.34,Business Analytics
47680,21,15,Master,2.89,Cybersecurity
47681,45,40,High School,2.33,Business Analytics
47682,47,26,PhD,3.17,AI
47683,19,93,PhD,2.2,AI
47684,55,93,Master,2.95,Software Engineering
47685,65,85,Master,3.11,Business Analytics
47686,64,29,Master,0.05,AI
47687,29,33,High School,1.8,Business Analytics
47688,30,18,Master,1.71,Software Engineering
47689,67,67,Bachelor,2.51,Data Science
47690,63,86,High School,1.8,Business Analytics
47691,50,31,Bachelor,2.82,Cybersecurity
47692,60,65,Master,3.82,AI
47693,68,23,Master,2.72,Data Science
47694,21,92,Bachelor,3.95,Business Analytics
47695,60,38,Master,0.25,Business Analytics
47696,38,20,PhD,0.09,Business Analytics
47697,69,49,High School,0.87,AI
47698,61,73,Master,1.98,Cybersecurity
47699,40,37,Master,1.44,Business Analytics
47700,44,24,Bachelor,3.08,Business Analytics
47701,57,22,Master,2.76,Cybersecurity
47702,41,53,Master,3.18,Software Engineering
47703,31,28,Master,3.12,Cybersecurity
47704,55,27,Bachelor,1.41,Software Engineering
47705,47,41,High School,2.83,Data Science
47706,31,91,High School,1.44,AI
47707,19,99,Master,1.63,Business Analytics
47708,34,59,High School,0.63,AI
47709,19,39,Bachelor,1.85,Cybersecurity
47710,38,83,Master,3.62,Data Science
47711,63,23,Master,0.24,Data Science
47712,55,92,PhD,2.36,Data Science
47713,54,98,Bachelor,3.34,Cybersecurity
47714,33,83,Bachelor,0.51,Data Science
47715,36,31,PhD,1.71,Cybersecurity
47716,59,68,Bachelor,2.99,Business Analytics
47717,47,71,Bachelor,2.3,AI
47718,70,45,PhD,2.91,Cybersecurity
47719,50,28,Bachelor,3.99,Cybersecurity
47720,39,63,High School,2.92,Cybersecurity
47721,38,78,Bachelor,1.87,Business Analytics
47722,67,31,Master,1.91,Software Engineering
47723,65,87,Master,2.24,Cybersecurity
47724,20,72,High School,0.09,Software Engineering
47725,19,24,Master,3.96,Cybersecurity
47726,53,47,PhD,1.02,Business Analytics
47727,63,55,PhD,3.42,Cybersecurity
47728,53,5,Master,2.88,Cybersecurity
47729,56,93,Bachelor,2.33,Cybersecurity
47730,42,98,PhD,1.71,Data Science
47731,48,50,Bachelor,2.67,Data Science
47732,36,7,High School,2.86,AI
47733,31,37,PhD,2.99,AI
47734,43,22,Bachelor,1.9,AI
47735,50,8,High School,3.55,Data Science
47736,36,34,High School,3.26,Business Analytics
47737,35,81,Master,1.24,Cybersecurity
47738,24,75,Master,3.93,Cybersecurity
47739,38,53,Master,2.79,AI
47740,40,69,High School,0.33,Data Science
47741,21,5,High School,1.26,Cybersecurity
47742,47,27,PhD,2.26,AI
47743,33,43,PhD,1.79,Cybersecurity
47744,30,34,PhD,3.96,Cybersecurity
47745,66,57,Master,0.42,Business Analytics
47746,35,17,Bachelor,0.12,Data Science
47747,38,29,PhD,0.5,Software Engineering
47748,60,98,Bachelor,3.79,Business Analytics
47749,69,48,High School,1.6,Data Science
47750,46,77,High School,1.39,Business Analytics
47751,63,56,Bachelor,2.34,Software Engineering
47752,26,99,Bachelor,2.76,Data Science
47753,68,12,Bachelor,2.58,AI
47754,49,96,High School,0.34,Business Analytics
47755,35,13,Bachelor,1.65,Software Engineering
47756,68,75,PhD,1.15,Software Engineering
47757,57,6,Master,1.24,Data Science
47758,29,21,High School,2.1,Software Engineering
47759,29,28,PhD,1.07,Data Science
47760,70,75,Bachelor,3.42,Business Analytics
47761,34,83,Master,1.99,Software Engineering
47762,41,95,High School,3.96,Cybersecurity
47763,41,47,High School,1.63,Cybersecurity
47764,37,93,Bachelor,0.0,Cybersecurity
47765,58,34,PhD,1.61,Business Analytics
47766,54,25,Master,1.39,Software Engineering
47767,31,38,Bachelor,0.82,Data Science
47768,23,11,High School,0.1,AI
47769,57,91,Bachelor,3.79,Software Engineering
47770,38,31,PhD,1.27,Software Engineering
47771,24,34,High School,2.13,AI
47772,43,31,PhD,1.96,Cybersecurity
47773,64,76,Master,3.29,Business Analytics
47774,25,42,High School,2.45,Cybersecurity
47775,49,25,Master,3.05,Data Science
47776,60,11,Bachelor,2.81,Software Engineering
47777,33,13,PhD,0.68,Software Engineering
47778,67,60,Bachelor,3.02,Data Science
47779,35,28,PhD,1.44,Cybersecurity
47780,44,99,High School,3.9,Software Engineering
47781,19,78,Bachelor,0.38,Cybersecurity
47782,65,74,Bachelor,2.32,Software Engineering
47783,43,62,Bachelor,0.74,Business Analytics
47784,51,27,Master,0.76,Software Engineering
47785,55,33,Master,2.67,Data Science
47786,32,58,Bachelor,0.34,AI
47787,37,8,High School,0.92,Cybersecurity
47788,63,13,PhD,2.87,Software Engineering
47789,45,29,Bachelor,2.18,Software Engineering
47790,36,33,Master,3.94,AI
47791,43,33,Bachelor,3.99,Software Engineering
47792,44,92,High School,2.69,AI
47793,29,75,High School,1.72,Software Engineering
47794,25,44,PhD,1.89,AI
47795,65,24,Bachelor,2.53,Software Engineering
47796,22,61,Master,1.39,AI
47797,57,88,Master,2.76,AI
47798,40,27,High School,1.35,Software Engineering
47799,39,56,PhD,3.75,Data Science
47800,23,37,High School,1.38,Business Analytics
47801,41,39,Master,1.89,Software Engineering
47802,66,14,PhD,3.65,AI
47803,47,50,PhD,1.28,Data Science
47804,24,66,PhD,2.05,AI
47805,66,36,Master,2.41,Data Science
47806,21,77,High School,3.19,Cybersecurity
47807,45,58,Bachelor,1.57,Cybersecurity
47808,21,14,Bachelor,0.56,Cybersecurity
47809,25,85,High School,0.73,Data Science
47810,68,10,PhD,2.03,Software Engineering
47811,69,74,Bachelor,0.28,Business Analytics
47812,23,99,Bachelor,0.21,Software Engineering
47813,31,68,Bachelor,2.63,Software Engineering
47814,41,36,PhD,0.59,AI
47815,28,96,Master,2.06,Business Analytics
47816,23,17,Bachelor,1.63,Business Analytics
47817,59,74,High School,3.67,Business Analytics
47818,62,82,High School,2.66,AI
47819,19,10,High School,3.32,Software Engineering
47820,39,85,PhD,2.18,AI
47821,35,7,High School,1.05,AI
47822,55,11,PhD,3.23,Data Science
47823,64,17,High School,0.52,AI
47824,70,98,High School,3.23,Data Science
47825,19,13,Bachelor,0.82,Business Analytics
47826,65,15,Master,1.75,AI
47827,26,93,High School,1.7,AI
47828,52,52,PhD,0.87,Cybersecurity
47829,36,55,Master,3.13,AI
47830,55,29,Bachelor,3.13,Data Science
47831,33,79,Master,3.86,Data Science
47832,33,20,PhD,0.76,AI
47833,29,30,PhD,1.55,Software Engineering
47834,61,5,High School,1.61,AI
47835,58,67,High School,1.21,Business Analytics
47836,58,99,Bachelor,2.47,Software Engineering
47837,24,56,High School,1.22,Software Engineering
47838,66,61,Master,1.0,Cybersecurity
47839,65,12,High School,2.28,Cybersecurity
47840,35,32,PhD,2.09,Business Analytics
47841,63,51,High School,1.52,Business Analytics
47842,29,65,Bachelor,1.35,AI
47843,52,71,Bachelor,3.66,AI
47844,51,57,High School,1.61,AI
47845,42,47,PhD,3.91,Data Science
47846,69,80,Bachelor,3.49,Data Science
47847,37,88,Master,0.88,AI
47848,20,48,Master,0.63,Software Engineering
47849,26,16,High School,1.45,AI
47850,20,52,Bachelor,3.04,Business Analytics
47851,28,14,High School,3.82,Software Engineering
47852,49,71,High School,2.81,Business Analytics
47853,54,31,Master,2.38,Software Engineering
47854,23,56,Bachelor,0.23,Cybersecurity
47855,20,14,Master,3.38,Data Science
47856,51,39,Master,3.36,AI
47857,52,24,Master,0.89,Data Science
47858,48,5,High School,2.02,Data Science
47859,25,18,Master,3.99,Software Engineering
47860,30,39,Bachelor,3.79,Business Analytics
47861,25,33,Master,3.81,Cybersecurity
47862,36,60,Master,1.8,Software Engineering
47863,24,26,Bachelor,0.42,Cybersecurity
47864,70,73,PhD,2.31,Cybersecurity
47865,53,35,Bachelor,3.5,Data Science
47866,49,39,High School,0.36,Data Science
47867,30,30,Master,1.52,AI
47868,52,60,PhD,2.45,Data Science
47869,23,73,Bachelor,1.29,Business Analytics
47870,42,37,Bachelor,1.02,Business Analytics
47871,53,23,High School,0.21,AI
47872,38,40,PhD,3.63,Cybersecurity
47873,70,48,PhD,2.03,Business Analytics
47874,52,37,PhD,3.86,Cybersecurity
47875,33,38,Bachelor,2.63,AI
47876,53,86,Master,1.83,Data Science
47877,54,78,Bachelor,2.53,AI
47878,18,44,Master,3.0,Business Analytics
47879,18,14,High School,3.94,AI
47880,18,37,Master,0.23,Cybersecurity
47881,26,44,High School,1.1,Software Engineering
47882,21,94,PhD,1.68,Cybersecurity
47883,63,73,Master,0.74,AI
47884,32,97,PhD,0.09,Cybersecurity
47885,44,56,Bachelor,1.78,Software Engineering
47886,31,87,PhD,2.37,Business Analytics
47887,27,52,Bachelor,0.22,Business Analytics
47888,20,71,High School,3.8,Data Science
47889,38,35,Bachelor,2.84,Data Science
47890,70,98,Bachelor,1.56,AI
47891,70,88,Master,1.46,Business Analytics
47892,19,95,High School,0.28,Business Analytics
47893,19,60,High School,2.27,Software Engineering
47894,47,33,Master,2.7,Cybersecurity
47895,30,90,PhD,1.21,Data Science
47896,49,26,Bachelor,1.49,Data Science
47897,60,26,Master,0.99,Business Analytics
47898,32,64,Master,2.44,AI
47899,20,73,PhD,2.52,Software Engineering
47900,44,59,Bachelor,0.8,AI
47901,22,86,PhD,2.74,Cybersecurity
47902,21,77,High School,3.34,AI
47903,59,60,Bachelor,2.83,Data Science
47904,39,55,PhD,0.72,AI
47905,50,5,High School,3.12,Business Analytics
47906,30,37,High School,3.69,Software Engineering
47907,67,76,High School,1.62,Data Science
47908,23,29,Bachelor,3.22,Cybersecurity
47909,24,5,PhD,2.36,Cybersecurity
47910,32,68,Master,1.54,Data Science
47911,34,41,Bachelor,1.18,Business Analytics
47912,45,29,Master,0.86,Data Science
47913,21,9,High School,2.57,AI
47914,68,26,Bachelor,1.93,Cybersecurity
47915,61,5,Bachelor,1.23,Business Analytics
47916,28,82,Master,1.43,Data Science
47917,25,18,PhD,3.91,Cybersecurity
47918,58,87,Master,1.78,Cybersecurity
47919,28,10,PhD,2.99,Data Science
47920,59,52,PhD,0.52,Data Science
47921,28,22,Master,0.74,AI
47922,20,19,Bachelor,1.91,Software Engineering
47923,44,43,High School,0.25,Business Analytics
47924,33,53,PhD,1.74,Cybersecurity
47925,65,66,PhD,0.75,Data Science
47926,67,97,Bachelor,1.78,Software Engineering
47927,49,10,High School,3.68,Business Analytics
47928,61,93,Master,2.9,Data Science
47929,45,76,High School,2.32,AI
47930,20,57,Bachelor,2.68,Software Engineering
47931,34,34,High School,0.68,Software Engineering
47932,69,82,High School,3.53,AI
47933,65,43,PhD,1.73,Cybersecurity
47934,30,19,High School,1.43,Business Analytics
47935,40,34,PhD,0.07,Business Analytics
47936,54,22,Master,0.13,Cybersecurity
47937,31,37,Bachelor,0.74,Business Analytics
47938,46,31,PhD,2.29,Business Analytics
47939,64,74,Bachelor,0.69,Cybersecurity
47940,57,76,PhD,3.64,Business Analytics
47941,44,59,High School,3.97,AI
47942,53,36,Bachelor,1.0,Business Analytics
47943,27,46,High School,0.86,AI
47944,35,15,High School,2.85,Data Science
47945,24,48,High School,1.3,Data Science
47946,28,89,Master,3.93,AI
47947,32,23,Master,3.88,Cybersecurity
47948,29,66,High School,2.02,Data Science
47949,31,19,Bachelor,1.78,Business Analytics
47950,44,12,Master,3.39,AI
47951,42,6,Master,3.37,Business Analytics
47952,54,75,High School,1.23,Data Science
47953,66,41,Bachelor,2.2,Business Analytics
47954,43,71,Master,1.83,Software Engineering
47955,70,50,PhD,0.31,Cybersecurity
47956,37,20,Master,1.56,Software Engineering
47957,63,50,Master,0.74,Data Science
47958,33,69,Master,2.36,AI
47959,62,39,Master,1.76,AI
47960,52,5,High School,0.35,Business Analytics
47961,29,55,PhD,0.9,Cybersecurity
47962,44,58,PhD,2.53,Cybersecurity
47963,47,17,PhD,1.81,AI
47964,43,93,PhD,3.41,Cybersecurity
47965,33,23,Master,1.57,AI
47966,45,41,Master,2.55,Data Science
47967,61,100,Master,3.87,Business Analytics
47968,54,76,PhD,3.14,Cybersecurity
47969,65,55,Bachelor,3.83,Software Engineering
47970,39,7,PhD,2.98,Cybersecurity
47971,65,55,High School,0.89,Data Science
47972,48,93,Bachelor,1.15,Business Analytics
47973,35,98,PhD,1.66,Software Engineering
47974,19,8,High School,2.99,AI
47975,54,88,PhD,3.91,Business Analytics
47976,56,94,PhD,2.6,Data Science
47977,45,52,PhD,2.54,Software Engineering
47978,68,22,Bachelor,1.72,Software Engineering
47979,24,61,High School,3.76,Cybersecurity
47980,25,63,Master,1.24,Cybersecurity
47981,53,25,PhD,2.06,Software Engineering
47982,35,33,Bachelor,0.55,Business Analytics
47983,36,92,PhD,2.89,Cybersecurity
47984,23,25,PhD,3.66,Business Analytics
47985,38,25,PhD,3.53,Software Engineering
47986,19,12,Master,2.32,Data Science
47987,63,83,Master,0.28,Software Engineering
47988,31,15,PhD,2.21,Software Engineering
47989,70,40,PhD,3.08,AI
47990,57,66,Bachelor,2.74,Software Engineering
47991,27,18,High School,3.96,Data Science
47992,46,77,PhD,2.19,Software Engineering
47993,58,5,High School,1.36,Data Science
47994,45,91,Bachelor,0.12,Data Science
47995,47,57,PhD,1.95,Business Analytics
47996,18,32,Bachelor,2.28,Software Engineering
47997,61,14,Master,0.51,Data Science
47998,26,61,High School,0.69,Software Engineering
47999,49,64,High School,3.19,AI
48000,37,8,Master,1.23,AI
48001,66,63,PhD,0.8,AI
48002,46,94,Bachelor,2.0,AI
48003,49,28,Master,3.52,Cybersecurity
48004,22,73,PhD,1.4,Data Science
48005,20,87,Master,0.95,Data Science
48006,64,19,Master,1.78,AI
48007,44,19,Bachelor,2.1,AI
48008,35,92,PhD,1.74,AI
48009,37,85,PhD,3.25,Data Science
48010,27,29,Bachelor,1.76,AI
48011,36,8,Master,2.16,AI
48012,64,67,Bachelor,1.33,Business Analytics
48013,55,31,High School,3.55,Cybersecurity
48014,41,71,Bachelor,2.57,Data Science
48015,41,66,High School,2.06,Data Science
48016,33,14,High School,3.41,Business Analytics
48017,33,30,PhD,3.87,AI
48018,20,87,Bachelor,1.02,Software Engineering
48019,33,10,Master,1.02,Cybersecurity
48020,29,7,Master,2.19,Data Science
48021,26,92,High School,3.28,Software Engineering
48022,27,50,Master,2.65,Cybersecurity
48023,40,84,Bachelor,0.33,AI
48024,21,91,Master,1.03,Business Analytics
48025,36,18,Master,2.32,Data Science
48026,30,61,PhD,0.87,Business Analytics
48027,42,83,High School,2.97,Business Analytics
48028,37,98,Bachelor,1.73,Business Analytics
48029,54,75,Bachelor,2.63,Cybersecurity
48030,68,94,Bachelor,2.61,Cybersecurity
48031,32,13,PhD,3.67,Business Analytics
48032,34,22,PhD,0.08,Business Analytics
48033,29,26,High School,0.52,Data Science
48034,23,87,High School,1.94,Cybersecurity
48035,42,15,High School,3.44,Business Analytics
48036,41,19,Bachelor,0.34,AI
48037,47,29,PhD,0.96,Business Analytics
48038,56,62,Bachelor,0.18,AI
48039,20,19,Master,2.83,Data Science
48040,20,88,Master,3.42,Cybersecurity
48041,41,42,PhD,1.32,Business Analytics
48042,48,11,Master,0.26,AI
48043,18,93,High School,3.66,AI
48044,32,44,Bachelor,0.7,AI
48045,50,11,Bachelor,0.18,AI
48046,51,28,Bachelor,2.87,Software Engineering
48047,46,31,PhD,1.59,AI
48048,35,62,High School,2.57,Software Engineering
48049,70,5,PhD,3.85,Software Engineering
48050,48,33,Bachelor,3.19,Business Analytics
48051,39,42,High School,2.42,Data Science
48052,57,33,Master,2.67,Software Engineering
48053,25,59,High School,1.99,Data Science
48054,58,70,Bachelor,3.99,Business Analytics
48055,41,89,Bachelor,1.81,Software Engineering
48056,32,83,Bachelor,2.97,Software Engineering
48057,34,66,High School,2.57,AI
48058,21,96,High School,3.65,Cybersecurity
48059,32,100,Bachelor,2.07,Cybersecurity
48060,59,32,Master,3.15,Software Engineering
48061,70,39,PhD,1.52,Software Engineering
48062,64,11,High School,2.27,Software Engineering
48063,42,79,Master,2.07,Business Analytics
48064,68,37,PhD,1.23,Cybersecurity
48065,56,84,Bachelor,2.35,Data Science
48066,52,18,PhD,2.1,Cybersecurity
48067,26,15,Bachelor,1.87,Business Analytics
48068,59,67,High School,0.52,Software Engineering
48069,63,16,PhD,1.88,AI
48070,35,63,PhD,3.23,Cybersecurity
48071,45,28,Master,1.21,Business Analytics
48072,36,10,PhD,2.9,Software Engineering
48073,56,25,PhD,3.65,Software Engineering
48074,46,97,High School,1.09,AI
48075,67,64,High School,1.66,AI
48076,22,5,Master,0.51,AI
48077,44,82,Bachelor,0.87,Data Science
48078,58,84,Bachelor,1.25,Business Analytics
48079,27,43,Bachelor,3.66,AI
48080,29,82,Master,0.08,Cybersecurity
48081,48,82,Bachelor,3.57,AI
48082,60,50,Master,0.96,Cybersecurity
48083,68,84,PhD,0.53,Business Analytics
48084,70,57,PhD,3.39,Software Engineering
48085,40,32,PhD,2.32,Software Engineering
48086,20,94,Master,2.53,Cybersecurity
48087,49,71,High School,2.72,AI
48088,36,33,High School,2.27,Software Engineering
48089,37,71,Bachelor,3.72,Software Engineering
48090,28,63,PhD,2.37,Data Science
48091,48,55,Bachelor,2.28,Cybersecurity
48092,65,57,Master,1.43,Cybersecurity
48093,60,44,PhD,3.96,AI
48094,54,82,Bachelor,1.88,Software Engineering
48095,55,7,PhD,0.27,Data Science
48096,31,17,Master,1.12,Cybersecurity
48097,62,86,Master,2.9,Business Analytics
48098,66,95,PhD,2.95,AI
48099,29,86,Master,0.11,Data Science
48100,65,49,Master,3.16,Software Engineering
48101,49,56,Bachelor,0.34,Data Science
48102,26,18,High School,0.09,Software Engineering
48103,63,29,High School,0.86,AI
48104,33,6,PhD,2.36,AI
48105,50,62,High School,1.92,Business Analytics
48106,63,70,Master,3.85,Software Engineering
48107,64,12,Bachelor,0.1,Business Analytics
48108,41,77,Master,0.91,Data Science
48109,38,30,PhD,2.56,Cybersecurity
48110,65,16,Master,0.09,AI
48111,38,18,Master,3.61,Business Analytics
48112,59,17,PhD,1.91,Business Analytics
48113,30,26,High School,1.8,Data Science
48114,30,56,Bachelor,0.76,Software Engineering
48115,58,54,PhD,3.62,Business Analytics
48116,52,49,PhD,0.11,Business Analytics
48117,52,69,PhD,1.36,Cybersecurity
48118,68,67,Bachelor,0.99,Software Engineering
48119,22,34,Master,0.84,Business Analytics
48120,30,29,Bachelor,3.22,Cybersecurity
48121,31,95,High School,0.23,Business Analytics
48122,63,78,Master,1.47,Cybersecurity
48123,27,79,Master,0.49,Software Engineering
48124,56,27,PhD,1.63,AI
48125,24,48,Bachelor,1.41,Business Analytics
48126,62,15,Bachelor,2.97,Data Science
48127,57,25,High School,1.0,Data Science
48128,58,88,Master,1.98,AI
48129,31,58,PhD,2.45,Software Engineering
48130,43,66,Master,1.82,Software Engineering
48131,42,55,PhD,2.13,AI
48132,64,21,Master,2.95,AI
48133,64,75,Master,1.79,Software Engineering
48134,64,57,High School,0.25,Data Science
48135,24,94,Bachelor,1.57,Cybersecurity
48136,39,21,Bachelor,1.95,Data Science
48137,69,100,Bachelor,2.68,Cybersecurity
48138,35,6,Master,1.74,Data Science
48139,39,82,PhD,2.58,Data Science
48140,56,30,High School,1.4,AI
48141,32,42,Master,3.26,Data Science
48142,19,94,PhD,1.93,Software Engineering
48143,47,71,PhD,0.15,AI
48144,50,40,PhD,0.43,Data Science
48145,46,21,PhD,0.04,AI
48146,68,82,High School,3.86,Business Analytics
48147,59,60,Bachelor,1.59,Data Science
48148,44,10,Bachelor,2.53,Data Science
48149,70,49,High School,3.08,Software Engineering
48150,41,14,Bachelor,0.73,Cybersecurity
48151,54,62,Master,2.37,Cybersecurity
48152,54,71,PhD,2.5,Software Engineering
48153,43,10,High School,2.57,Business Analytics
48154,24,92,Master,1.74,Business Analytics
48155,54,27,High School,1.6,Business Analytics
48156,58,74,Master,2.3,Software Engineering
48157,21,40,High School,1.26,Data Science
48158,41,61,High School,0.92,Data Science
48159,20,96,Bachelor,2.43,Data Science
